Genus,Species,TreeDiameter,Region
Araucariaceae,Agathis robusta,0.38,Australia/PNG (tropical)
Araucariaceae,Agathis vitiensis,0.45,Oceania
Meliaceae,Aglaia agglomerata,0.62,South+AC0-East Asia (tropical)
Meliaceae,Aglaia argentea,0.58,South+AC0-East Asia (tropical)
Meliaceae,Aglaia argentea,0.63,South+AC0-East Asia (tropical)
Meliaceae,Aglaia argentea,0.65,South+AC0-East Asia (tropical)
Meliaceae,Aglaia argentea,0.66,South+AC0-East Asia (tropical)
Meliaceae,Aglaia aspera,0.71,South+AC0-East Asia (tropical)
Meliaceae,Aglaia cordata,0.78,South+AC0-East Asia (tropical)
Meliaceae,Aglaia cucullata,0.62,South+AC0-East Asia (tropical)
Meliaceae,Aglaia cucullata,0.58,South+AC0-East Asia (tropical)
Meliaceae,Aglaia cucullata,0.456,Australia/PNG (tropical)
Meliaceae,Aglaia dasyclada,0.56,China
Meliaceae,Aglaia dasyclada,0.5,South+AC0-East Asia (tropical)
Meliaceae,Aglaia dasyclada,0.6,China
Meliaceae,Aglaia edulis,0.71,South+AC0-East Asia (tropical)
Meliaceae,Aglaia elaeagnoidea,0.63,South+AC0-East Asia (tropical)
Meliaceae,Aglaia elliptica,0.66,South+AC0-East Asia (tropical)
Meliaceae,Aglaia exstipulata,0.8,South+AC0-East Asia (tropical)
Meliaceae,Aglaia forbesii,0.66,South+AC0-East Asia (tropical)
Meliaceae,Aglaia grandis,0.66,South+AC0-East Asia (tropical)
Meliaceae,Aglaia griffithii,0.86,South+AC0-East Asia (tropical)
Meliaceae,Aglaia hiernii,0.5,India
Meliaceae,Aglaia indet,0.723,Australia/PNG (tropical)
Meliaceae,Aglaia lanceolata,0.69,South+AC0-East Asia (tropical)
Meliaceae,Aglaia lawii,0.61,South+AC0-East Asia (tropical)
Meliaceae,Aglaia lawii,0.58,South+AC0-East Asia (tropical)
Meliaceae,Aglaia leptantha,0.64,South+AC0-East Asia (tropical)
Meliaceae,Aglaia leucophylla,0.72,South+AC0-East Asia (tropical)
Meliaceae,Aglaia luzoniensis,0.65,South+AC0-East Asia (tropical)
Meliaceae,Aglaia macrocarpa,0.55,South+AC0-East Asia (tropical)
Meliaceae,Aglaia maingayi,0.79,South+AC0-East Asia (tropical)
Meliaceae,Aglaia malaccensis,0.61,South+AC0-East Asia (tropical)
Meliaceae,Aglaia malaccensis,0.67,South+AC0-East Asia (tropical)
Meliaceae,Aglaia merostela,0.74,South+AC0-East Asia (tropical)
Meliaceae,Aglaia multinervis,0.64,South+AC0-East Asia (tropical)
Meliaceae,Aglaia nitidula,0.689,Australia/PNG (tropical)
Meliaceae,Aglaia odoratissima,0.71,South+AC0-East Asia (tropical)
Meliaceae,Aglaia odoratissima,0.72,South+AC0-East Asia (tropical)
Meliaceae,Aglaia pachyphylla,0.69,South+AC0-East Asia (tropical)
Meliaceae,Aglaia perviridis,0.81,South+AC0-East Asia (tropical)
Meliaceae,Aglaia ridleyi,0.61,South+AC0-East Asia (tropical)
Meliaceae,Aglaia roxburghiana,0.663,China
Meliaceae,Aglaia roxburghiana,0.74,China
Meliaceae,Aglaia rubescens,0.58,South+AC0-East Asia (tropical)
Meliaceae,Aglaia rubiginosa,0.76,South+AC0-East Asia (tropical)
Meliaceae,Aglaia rubiginosa,0.76,South+AC0-East Asia (tropical)
Meliaceae,Aglaia sapindina,0.42,South+AC0-East Asia (tropical)
Meliaceae,Aglaia silvestris,0.67,South+AC0-East Asia (tropical)
Meliaceae,Aglaia simplicifolia,0.77,South+AC0-East Asia (tropical)
Meliaceae,Aglaia spectabilis,0.55,South+AC0-East Asia (tropical)
Meliaceae,Aglaia spectabilis,0.6,South+AC0-East Asia (tropical)
Meliaceae,Aglaia subcuprea,0.73,South+AC0-East Asia (tropical)
Meliaceae,Aglaia tenuicaulis,0.73,South+AC0-East Asia (tropical)
Meliaceae,Aglaia tomentosa,0.66,South+AC0-East Asia (tropical)
Meliaceae,Aglaia tomentosa,0.69,South+AC0-East Asia (tropical)
Meliaceae,Aglaia unifoliolata,0.76,South+AC0-East Asia (tropical)
Meliaceae,Aglaia wallichii,0.554,South+AC0-East Asia (tropical)
Opiliaceae,Agonandra brasiliensis,0.87,South America (extratropical)
Opiliaceae,Agonandra brasiliensis,0.861,South America (tropical)
Opiliaceae,Agonandra brasiliensis,0.8,South America (tropical)
Opiliaceae,Agonandra brasiliensis,0.74,South America (tropical)
Opiliaceae,Agonandra silvatica,0.861,South America (tropical)
Opiliaceae,Agonandra silvatica,0.8,South America (tropical)
Euphorbiaceae,Agrostistachys borneensis,0.82,South+AC0-East Asia (tropical)
Euphorbiaceae,Agrostistachys gaudichaudii,0.59,South+AC0-East Asia (tropical)
Rubiaceae,Aidia micrantha,0.663,Africa (extratropical)
Rubiaceae,Aidia ochroleuca,0.824,Africa (tropical)
Rubiaceae,Aidia racemosa,0.771,Australia/PNG (tropical)
Simaroubaceae,Ailanthus altissima,0.457,NorthAmerica
Simaroubaceae,Ailanthus altissima,0.548,China
Simaroubaceae,Ailanthus altissima,0.579,China
Simaroubaceae,Ailanthus altissima,0.505,China
Simaroubaceae,Ailanthus altissima,0.536,China
Simaroubaceae,Ailanthus altissima,0.49,Africa (extratropical)
Simaroubaceae,Ailanthus excelsa,0.4,India
Simaroubaceae,Ailanthus integrifolia,0.31,South+AC0-East Asia (tropical)
Simaroubaceae,Ailanthus integrifolia,0.3,South+AC0-East Asia (tropical)
Simaroubaceae,Ailanthus peekelii,0.465,Australia/PNG (tropical)
Simaroubaceae,Ailanthus triphysa,0.375,Australia/PNG (tropical)
Simaroubaceae,Ailanthus triphysa,0.366,Australia/PNG (tropical)
Simaroubaceae,Ailanthus triphysa,0.375,Australia/PNG (tropical)
Simaroubaceae,Ailanthus triphysa,0.375,Australia/PNG (tropical)
Simaroubaceae,Ailanthus triphysa,0.3,South+AC0-East Asia (tropical)
Lauraceae,Aiouea impressa,0.37,South America (tropical)
Cunoniaceae,Aistopetalum viticoides,0.76,South+AC0-East Asia (tropical)
Akaniaceae,Akania bidwillii,0.573,Australia/PNG (tropical)
Akaniaceae,Akania bidwillii,0.573,Australia/PNG (tropical)
Cornaceae,Alangium chinense,0.412,China
Cornaceae,Alangium chinense,0.432,China
Cornaceae,Alangium chinense,0.361,Africa (tropical)
Cornaceae,Alangium griffithii,0.7,South+AC0-East Asia (tropical)
Cornaceae,Alangium javanicum,0.68,South+AC0-East Asia (tropical)
Cornaceae,Alangium javanicum,0.78,South+AC0-East Asia (tropical)
Cornaceae,Alangium kurzii,0.42,South+AC0-East Asia (tropical)
Cornaceae,Alangium longiflorum,0.683,South+AC0-East Asia (tropical)
Cornaceae,Alangium maliliense,0.69,South+AC0-East Asia (tropical)
Cornaceae,Alangium nobile,0.77,South+AC0-East Asia (tropical)
Cornaceae,Alangium nobile,0.73,South+AC0-East Asia (tropical)
Cornaceae,Alangium ridleyi,0.72,South+AC0-East Asia (tropical)
Cornaceae,Alangium ridleyi,0.83,South+AC0-East Asia (tropical)
Cornaceae,Alangium salviifolium,0.8,India
Cornaceae,Alangium villosum,0.607,Australia/PNG (tropical)
Cornaceae,Alangium villosum,0.607,Australia/PNG (tropical)
Cornaceae,Alangium villosum,0.51,South+AC0-East Asia (tropical)
Cornaceae,Alangium villosum,0.51,South+AC0-East Asia (tropical)
Cornaceae,Alangium villosum,0.55,South+AC0-East Asia (tropical)
Cornaceae,Alangium villosum,0.55,South+AC0-East Asia (tropical)
Fabaceae,Albizia acle,0.51,South+AC0-East Asia (tropical)
Fabaceae,Albizia adianthifolia,0.5,Africa (tropical)
Fabaceae,Albizia adianthifolia,0.646,Africa (tropical)
Fabaceae,Albizia adianthifolia,0.482,Africa (tropical)
Fabaceae,Albizia adianthifolia,0.516,Africa (tropical)
Fabaceae,Albizia adianthifolia,0.45,Africa (tropical)
Fabaceae,Albizia adianthifolia,0.474,Africa (tropical)
Fabaceae,Albizia adianthifolia,0.502,Africa (tropical)
Fabaceae,Albizia adianthifolia,0.49,Madagascar
Fabaceae,Albizia amara,0.723,India
Fabaceae,Albizia amara,0.758,Africa (extratropical)
Fabaceae,Albizia antunesiana,0.715,Africa (extratropical)
Fabaceae,Albizia antunesiana,0.671,Africa (extratropical)
Fabaceae,Albizia brevifolia,0.801,Africa (extratropical)
Fabaceae,Albizia chinensis,0.3,South+AC0-East Asia (tropical)
Fabaceae,Albizia coriaria,0.56,Africa (extratropical)
Fabaceae,Albizia dinklagei,0.76,Africa (tropical)
Fabaceae,Albizia falcata,0.298,China
Fabaceae,Albizia falcata,0.344,China
Fabaceae,Albizia falcata,0.37,South+AC0-East Asia (tropical)
Fabaceae,Albizia falcata,0.28,China
Fabaceae,Albizia falcataria,0.284,Australia/PNG (tropical)
Fabaceae,Albizia ferruginea,0.5,Africa (tropical)
Fabaceae,Albizia ferruginea,0.577,Africa (tropical)
Fabaceae,Albizia ferruginea,0.491,Africa (tropical)
Fabaceae,Albizia ferruginea,0.445,Africa (tropical)
Fabaceae,Albizia ferruginea,0.43,Africa (tropical)
Fabaceae,Albizia ferruginea,0.516,Africa (tropical)
Fabaceae,Albizia ferruginea,0.444,Africa (tropical)
Fabaceae,Albizia ferruginea,0.479,Africa (tropical)
Fabaceae,Albizia ferruginea,0.567,Africa (tropical)
Fabaceae,Albizia glaberrima,0.545,Africa (tropical)
Fabaceae,Albizia glaberrima,0.59,South+AC0-East Asia (tropical)
Fabaceae,Albizia grandibracteata,0.456,Africa (tropical)
Fabaceae,Albizia guachapele,0.56,South America (tropical)
Fabaceae,Albizia guachapele,0.52,Central America (tropical)
Fabaceae,Albizia guachapele,0.5,South America (tropical)
Fabaceae,Albizia guachapele,0.47,South America (tropical)
Fabaceae,Albizia gummifera,0.5,Africa (tropical)
Fabaceae,Albizia gummifera,0.646,Africa (extratropical)
Fabaceae,Albizia gummifera,0.534,Africa (extratropical)
Fabaceae,Albizia gummifera,0.52,Africa (extratropical)
Fabaceae,Albizia gummifera,0.516,Africa (extratropical)
Fabaceae,Albizia gummifera,0.552,Africa (extratropical)
Fabaceae,Albizia gummifera,0.469,Africa (extratropical)
Fabaceae,Albizia indet,0.45,South America (tropical)
Fabaceae,Albizia indet,0.52,Africa (tropical)
Fabaceae,Albizia indet,0.497,Africa (tropical)
Fabaceae,Albizia indet,0.562,Africa (tropical)
Fabaceae,Albizia indet,0.595,Africa (tropical)
Fabaceae,Albizia inundata,0.65,South America (extratropical)
Fabaceae,Albizia inundata,0.516,South America (extratropical)
Fabaceae,Albizia kalkora,0.497,China
Fabaceae,Albizia kalkora,0.482,China
Fabaceae,Albizia lebbeck,0.67,China
Fabaceae,Albizia lebbeck,0.8,India
Fabaceae,Albizia lebbeck,0.55,South+AC0-East Asia (tropical)
Fabaceae,Albizia lebbeck,0.453,China
Fabaceae,Albizia lebbeck,0.573,South+AC0-East Asia (tropical)
Fabaceae,Albizia lebbeck,0.538,South+AC0-East Asia (tropical)
Fabaceae,Albizia lebbek,0.71,South+AC0-East Asia (tropical)
Fabaceae,Albizia lebbekoides,0.568,Africa (tropical)
Fabaceae,Albizia lucida,0.88,India
Fabaceae,Albizia lucidior,0.758,South+AC0-East Asia (tropical)
Fabaceae,Albizia marginata,0.65,South America (tropical)
Fabaceae,Albizia niopoides,0.64,South America (tropical)
Fabaceae,Albizia niopoides,0.63,Central America (tropical)
Fabaceae,Albizia niopoides,0.33,Central America (tropical)
Fabaceae,Albizia niopoides,0.62,South America (tropical)
Fabaceae,Albizia odoratissima,0.6,China
Fabaceae,Albizia odoratissima,0.714,China
Fabaceae,Albizia odoratissima,0.57,South+AC0-East Asia (tropical)
Fabaceae,Albizia odoratissima,0.579,China
Fabaceae,Albizia odoratissima,0.701,China
Fabaceae,Albizia odoratissima,0.667,South+AC0-East Asia (tropical)
Fabaceae,Albizia pedicellata,0.35,South+AC0-East Asia (tropical)
Fabaceae,Albizia pedicellata,0.28,South+AC0-East Asia (tropical)
Fabaceae,Albizia pistaciifolia,0.45,South America (tropical)
Fabaceae,Albizia procera,0.47,South+AC0-East Asia (tropical)
Fabaceae,Albizia procera,0.633,Australia/PNG (tropical)
Fabaceae,Albizia procera,0.587,China
Fabaceae,Albizia procera,0.55,South+AC0-East Asia (tropical)
Fabaceae,Albizia procera,0.64,India
Fabaceae,Albizia procera,0.565,China
Fabaceae,Albizia procera,0.56,Australia/PNG (tropical)
Fabaceae,Albizia procera,0.579,Africa (tropical)
Fabaceae,Albizia purpusii,0.64,Mexico
Fabaceae,Albizia retusa,0.46,South+AC0-East Asia (tropical)
Fabaceae,Albizia saman,0.5,South America (tropical)
Fabaceae,Albizia saman,0.49,South+AC0-East Asia (tropical)
Fabaceae,Albizia saponaria,0.57,South+AC0-East Asia (tropical)
Fabaceae,Albizia schimperiana,0.525,Africa (extratropical)
Fabaceae,Albizia splendens,0.54,South+AC0-East Asia (tropical)
Fabaceae,Albizia sumatrana,0.38,South+AC0-East Asia (tropical)
Fabaceae,Albizia tanganyicensis,0.263,Africa (extratropical)
Fabaceae,Albizia tomentella,0.59,South+AC0-East Asia (tropical)
Fabaceae,Albizia umbrosa,0.63,South+AC0-East Asia (tropical)
Fabaceae,Albizia versicolor,0.577,Africa (tropical)
Fabaceae,Albizia versicolor,0.568,Africa (tropical)
Fabaceae,Albizia versicolor,0.787,Africa (tropical)
Fabaceae,Albizia zimmermannii,0.801,Africa (extratropical)
Fabaceae,Albizia zygia,0.51,Africa (tropical)
Fabaceae,Albizia zygia,0.48,Africa (tropical)
Fabaceae,Albizia zygia,0.43,Africa (tropical)
Fabaceae,Albizia zygia,0.439,Africa (tropical)
Fabaceae,Albizia zygia,0.552,Africa (tropical)
Fabaceae,Albizia zygia,0.551,Africa (tropical)
Euphorbiaceae,Alchornea brachygyne,0.34,South America (tropical)
Euphorbiaceae,Alchornea castaneifolia,0.34,South America (tropical)
Euphorbiaceae,Alchornea costaricensis,0.301,Central America (tropical)
Euphorbiaceae,Alchornea glandulosa,0.4,South America (extratropical)
Euphorbiaceae,Alchornea glandulosa,0.4,South America (tropical)
Euphorbiaceae,Alchornea glandulosa,0.41,South America (tropical)
Euphorbiaceae,Alchornea glandulosa,0.34,South America (tropical)
Euphorbiaceae,Alchornea glandulosa,0.34,South America (tropical)
Euphorbiaceae,Alchornea grandis,0.34,South America (tropical)
Euphorbiaceae,Alchornea hirtella,0.525,Africa (extratropical)
Euphorbiaceae,Alchornea iricurana,0.507,South America (extratropical)
Euphorbiaceae,Alchornea latifolia,0.49,South America (tropical)
Euphorbiaceae,Alchornea latifolia,0.4,Central America (tropical)
Euphorbiaceae,Alchornea latifolia,0.39,Mexico
Euphorbiaceae,Alchornea schomburgkii,0.45,South America (tropical)
Euphorbiaceae,Alchornea schomburgkii,0.47,South America (tropical)
Euphorbiaceae,Alchornea triplinervia,0.49,South America (tropical)
Euphorbiaceae,Alchornea triplinervia,0.57,South America (tropical)
Euphorbiaceae,Alchornea triplinervia,0.34,South America (tropical)
Euphorbiaceae,Alchorneopsis portoricensis,0.45,Central America (tropical)
Euphorbiaceae,Alchorneopsis trimera,0.379,South America (tropical)
Euphorbiaceae,Alchorneopsis trimera,0.34,South America (tropical)
Fabaceae,Aldina heterophylla,0.768,South America (tropical)
Fabaceae,Aldina heterophylla,0.73,South America (tropical)
Fabaceae,Aldina insignis,0.715,South America (tropical)
Fabaceae,Aldina latifolia,0.75,South America (tropical)
Fabaceae,Aldina latifolia,0.73,South America (tropical)
Sapindaceae,Alectryon oleifolius,0.977,Australia/PNG (tropical)
Sapindaceae,Alectryon oleifolius,0.939,Australia
Euphorbiaceae,Aleurites moluccana,0.4,Australia/PNG (tropical)
Euphorbiaceae,Aleurites moluccana,0.4,Australia/PNG (tropical)
Euphorbiaceae,Aleurites moluccana,0.4,Australia/PNG (tropical)
Euphorbiaceae,Aleurites moluccana,0.369,China
Euphorbiaceae,Aleurites moluccana,0.25,South+AC0-East Asia (tropical)
Euphorbiaceae,Aleurites moluccana,0.6,India
Euphorbiaceae,Aleurites moluccana,0.26,South+AC0-East Asia (tropical)
Euphorbiaceae,Aleurites moluccana,0.394,China
Euphorbiaceae,Aleurites moluccana,0.327,Australia/PNG (tropical)
Euphorbiaceae,Aleurites moluccana,0.4,South+AC0-East Asia (tropical)
Euphorbiaceae,Aleurites montana,0.316,China
Euphorbiaceae,Aleurites montana,0.321,China
Euphorbiaceae,Aleurites trisperma,0.43,South+AC0-East Asia (tropical)
Fabaceae,Alexa grandiflora,0.65,South America (tropical)
Fabaceae,Alexa grandiflora,0.8,South America (extratropical)
Fabaceae,Alexa grandiflora,0.77,South America (tropical)
Fabaceae,Alexa grandiflora,0.53,South America (tropical)
Fabaceae,Alexa grandiflora,0.6,South America (tropical)
Fabaceae,Alexa grandiflora,0.61,South America (tropical)
Fabaceae,Alexa imperatricis,0.51,South America (tropical)
Fabaceae,Alexa imperatricis,0.48,South America (tropical)
Fabaceae,Alexa imperatricis,0.439,South America (tropical)
Fabaceae,Alexa imperatricis,0.551,South America (tropical)
Fabaceae,Alexa imperatricis,0.36,South America (tropical)
Fabaceae,Alexa imperatricis,0.52,South America (tropical)
Fabaceae,Alexa imperatricis,0.55,South America (tropical)
Fabaceae,Alexa wachenheimii,0.49,South America (tropical)
Rubiaceae,Alibertia curviflora,0.73,South America (tropical)
Rubiaceae,Alibertia edulis,0.76,South America (tropical)
Rubiaceae,Alibertia sessilis,0.88,South America (extratropical)
Rubiaceae,Alibertia verrucosa,0.56,South America (tropical)
Clusiaceae,Allanblackia floribunda,0.65,Africa (tropical)
Clusiaceae,Allanblackia floribunda,0.663,Africa (tropical)
Clusiaceae,Allanblackia floribunda,0.818,Africa (tropical)
Clusiaceae,Allanblackia floribunda,0.774,Africa (tropical)
Clusiaceae,Allanblackia floribunda,0.671,Africa (tropical)
Clusiaceae,Allanblackia floribunda,0.546,Africa (tropical)
Clusiaceae,Allanblackia parviflora,0.546,Africa (tropical)
Clusiaceae,Allanblackia stanerana,0.58,Africa (tropical)
Clusiaceae,Allanblackia stuhlmannii,0.58,Africa (tropical)
Clusiaceae,Allanblackia stuhlmannii,0.619,Africa (tropical)
Clusiaceae,Allanblackia stuhlmannii,0.663,Africa (tropical)
Lecythidaceae,Allantoma lineata,0.6,South America (tropical)
Lecythidaceae,Allantoma lineata,0.49,South America (tropical)
Casuarinaceae,Allocasuarina acutivalvis,0.81,Australia
Casuarinaceae,Allocasuarina corniculata,0.835,Australia
Casuarinaceae,Allocasuarina decaisneana,1.043,Australia
Casuarinaceae,Allocasuarina dielsiana,0.9,Australia
Casuarinaceae,Allocasuarina fraseriana,0.624,Australia
Casuarinaceae,Allocasuarina huegeliana,0.762,Australia
Casuarinaceae,Allocasuarina indet,0.63,Australia
Casuarinaceae,Allocasuarina indet,0.663,Australia/PNG (tropical)
Casuarinaceae,Allocasuarina inophloia,0.773,Australia/PNG (tropical)
Casuarinaceae,Allocasuarina inophloia,0.843,Australia/PNG (tropical)
Casuarinaceae,Allocasuarina inophloia,0.814,Australia/PNG (tropical)
Casuarinaceae,Allocasuarina inophloia,0.814,Australia/PNG (tropical)
Casuarinaceae,Allocasuarina littoralis,0.663,Australia/PNG (tropical)
Casuarinaceae,Allocasuarina littoralis,0.663,Australia/PNG (tropical)
Casuarinaceae,Allocasuarina littoralis,0.57,Australia/PNG (tropical)
Casuarinaceae,Allocasuarina luehmannii,0.964,Australia/PNG (tropical)
Casuarinaceae,Allocasuarina luehmannii,0.964,Australia/PNG (tropical)
Casuarinaceae,Allocasuarina torulosa,0.795,Australia
Casuarinaceae,Allocasuarina torulosa,0.827,Australia/PNG (tropical)
Casuarinaceae,Allocasuarina torulosa,0.827,Australia/PNG (tropical)
Sapindaceae,Allophylus abyssinicus,0.568,Africa (tropical)
Sapindaceae,Allophylus africanus,0.45,Africa (tropical)
Sapindaceae,Allophylus amazonicus,0.55,South America (tropical)
Sapindaceae,Allophylus camptostachys,0.77,Mexico
Sapindaceae,Allophylus chirindensis,0.564,Africa (extratropical)
Sapindaceae,Allophylus cobbe,0.26,South America (tropical)
Sapindaceae,Allophylus cobbe,0.51,South America (tropical)
Sapindaceae,Allophylus edulis,0.593,South America (extratropical)
Sapindaceae,Allophylus edulis,0.708,South America (extratropical)
Sapindaceae,Allophylus floribundus,0.39,South America (tropical)
Sapindaceae,Allophylus peruvianus,0.39,South America (tropical)
Sapindaceae,Allophylus scrobiculatus,0.53,South America (tropical)
Sapindaceae,Allophylus scrobiculatus,0.39,South America (tropical)
Proteaceae,Alloxylon brachycarpum,0.34,South+AC0-East Asia (tropical)
Proteaceae,Alloxylon brachycarpum,0.46,South+AC0-East Asia (tropical)
Proteaceae,Alloxylon flammeum,0.494,Australia
Proteaceae,Alloxylon flammeum,0.456,Australia/PNG (tropical)
Proteaceae,Alloxylon wickhamii,0.456,Australia/PNG (tropical)
Portulacaceae,Alluaudia procera,0.347,Madagascar
Portulacaceae,Alluaudia procera,0.364,Madagascar
Portulacaceae,Alluaudia procera,0.383,Madagascar
Portulacaceae,Alluaudia procera,0.404,Madagascar
Portulacaceae,Alluaudia procera,0.416,Madagascar
Styracaceae,Alniphyllum fortunei,0.371,China
Styracaceae,Alniphyllum fortunei,0.404,China
Styracaceae,Alniphyllum fortunei,0.373,China
Betulaceae,Alnus acuminata,0.38,South America (tropical)
Betulaceae,Alnus acuminata,0.429,South America (extratropical)
Betulaceae,Alnus acuminata,0.35,South America (tropical)
Betulaceae,Alnus glutinosa,0.439,Europe
Betulaceae,Alnus glutinosa,0.4,Africa (extratropical)
Betulaceae,Alnus glutinosa,0.42,Africa (extratropical)
Betulaceae,Alnus incana,0.439,Europe
Betulaceae,Alnus jorullensis,0.38,South America (tropical)
Betulaceae,Alnus jorullensis,0.385,Central America (tropical)
